favorite_count,source,text,in_reply_to_screen_name,is_retweet,created_at,retweet_count,id_str,coordinates
0,Twitter Web App,b'eu sou feia mas pelo menos eu n\xc3\xa3o jogo lixo na rua',,False,Wed Mar 20 23:44:23 +0000 2019,0,1108514656480649216,
0,Curious Cat,"b'Como faz pra ser foda igual voc\xc3\xaa??? \xe2\x80\x94 Beba agua, se afaste de pessoas toxicas, n\xc3\xa3o use canudo, nem jogue lixo na ru\xe2\x80\xa6 https://t.co/jrqEANdUvT'",,False,Fri May 03 21:17:35 +0000 2019,0,1124422777547689987,
0,Twitter for Android,b'meu irm\xc3\xa3o dormiu ent\xc3\xa3o a miss\xc3\xa3o de jogar o lixo foi minha...\n\nainda bem q n tinha ngm na rua ent\xc3\xa3o n assustei ngm akakakakak',,False,Tue Jan 08 03:44:18 +0000 2019,0,1082483103849988096,
0,Google,b'I liked a @YouTube video https://t.co/uWTA1QLoaa jogando lixo na rua',,False,Mon Jan 14 23:39:10 +0000 2019,0,1084958129953984512,
1,Twitter for Android,"b'Resumindo, voc\xc3\xaa tem que andar igual um lixo pra agradar ele, enquanto ele olha pra outras na rua. \n\nAmor pr\xc3\xb3prio \xc3\xa9\xe2\x80\xa6 https://t.co/0NTtkbEIr1'",__YasmynLima6,False,Sat Jan 05 15:32:30 +0000 2019,0,1081574167231844353,
0,Twitter for Android,"b'@acatolica @revistacult @marciatiburi @RenanQuinalha @jeanwyllys_real Pow, vcs nao est\xc3\xa3o arrumando homens, vcs tao\xe2\x80\xa6 https://t.co/G2aNb77cgO'",acatolica,False,Thu Jan 10 11:36:22 +0000 2019,0,1083326678607319041,
0,Twitter for Android,"b'Crc hj eu arrumei meu quarto,limpei a cozinha, lavei a roupa e botei na corda mas s\xc3\xb3 pq eu n botei o lixo na rua mi\xe2\x80\xa6 https://t.co/YepiCMnisc'",,False,Thu May 30 23:49:27 +0000 2019,0,1134245469817901056,
0,Twitter for iPhone,"b'Secar com os olhos, assoviar, falar coisa obscena no meio da rua pra uma mulher n\xc3\xa3o \xc3\xa9 elogio caralho! Homem assim s\xe2\x80\xa6 https://t.co/0GTAPDEZNI'",,False,Thu Apr 18 23:47:01 +0000 2019,0,1119024566934880257,
0,Twitter for iPhone,"b'@petrobras Mande limpar a pra\xc3\xa7a de vcs q fica no tr\xc3\xaas vint\xc3\xa9ns. Mto lixo, sujeira total. Amanh\xc3\xa3 mando as fotos.fica na Rua Laura Estrela \xf0\x9f\x98\x8f\xf0\x9f\x98\x92'",petrobras,False,Mon Jan 07 01:42:02 +0000 2019,0,1082089947794997250,
0,Twitter Web App,b'#MG2.  Um absurdo as pessoas jogarem lixo na rua. \xc3\x89 uma quest\xc3\xa3o de educa\xc3\xa7\xc3\xa3o. A cidade limpa \xc3\xa9 bem mais agrad\xc3\xa1vel e bonita!',,False,Tue Jan 15 21:39:37 +0000 2019,0,1085290432135864326,
0,Twitter for Android,"b'Pena eu tenho dos doguinhos que dormem na rua, no frio, n\xc3\xa3o t\xc3\xaam nem comida, t\xc3\xaam que revirar lixo, eu n\xc3\xa3o tenho cond\xe2\x80\xa6 https://t.co/JUclHJZT0X'",,False,Sun May 12 22:14:41 +0000 2019,0,1127698637910417408,
3,Twitter for Android,"b'n\xc3\xa3o gosto de sair com a minha m\xc3\xa3e pro centro porque eu que viro a m\xc3\xa3e dela\n\n""m\xc3\xa3e n\xc3\xa3o joga lixo na rua""\n\n""m\xc3\xa3e sai do\xe2\x80\xa6 https://t.co/SQfUdRrhgP'",,False,Tue Apr 16 18:55:48 +0000 2019,1,1118226503404281856,
0,Twitter Web Client,"b'@OperacoesRio : Pessoas est\xc3\xa3o pondo lixo e entulho na cal\xc3\xa7ada de uma empresa de \xc3\xb4nibus que fica na RUA D.EM\xc3\x8dLIA,em\xe2\x80\xa6 https://t.co/3JrBSJm8VN'",OperacoesRio,False,Tue Feb 05 21:18:36 +0000 2019,0,1092895287390158850,
6,Twitter for iPhone,"b'acho que eu tenho algum problema pq todos os fones que eu ganho eu arrumo um jeito de quebrar, de iphone at\xc3\xa9 aquele\xe2\x80\xa6 https://t.co/x6t4ViKqa0'",,False,Wed May 22 23:59:51 +0000 2019,0,1131348980808527873,
0,Twitter for Android,"b'nego reclama de rua alagada, reclama do prefeito, mas \xc3\xa9 o primeiro a colocar lixo no port\xc3\xa3o/jogar lixo na rua'",,False,Mon Feb 18 23:42:27 +0000 2019,0,1097642530714411010,
0,Twitter for Android,"b'@DaniloGentili Canalhas, nada mais que isso. O povo precisa colocar essa CORJA COMUNISTA, no lugar que merecem: no\xe2\x80\xa6 https://t.co/PTz9edRTPL'",DaniloGentili,False,Mon Apr 15 00:58:19 +0000 2019,0,1117592958193348609,
1,Twitter for Android,b'feliz por ter gente para continuar mantendo nossas ruas limpinhas mas triste por demais em saber que ainda tem gent\xe2\x80\xa6 https://t.co/WoWUC1v9Mu',,False,Sun Mar 10 22:48:26 +0000 2019,0,1104876695398637569,
6,Twitter for Android,b'queria ter amigos pra chutar lixo na rua e correr atr\xc3\xa1s dos pombos',,False,Fri Jan 18 21:37:28 +0000 2019,4,1086377054478716931,
1,Twitter for iPhone,"b'o que custa a pessoa guardar o lixinho no bolso e jogar na lata de lixo quando ver????? mas n\xc3\xa3o, \xc3\xa9 melhor tacar na rua n\xc3\xa9'",,False,Tue Apr 16 22:20:39 +0000 2019,0,1118278055561244672,
1,Twitter for Android,"b'Eu sou aquele tipo de pessoa,q se ver uma lata de milho/salsicha no lixo,enfia a m\xc3\xa3o e amassa s\xc3\xb3 pra n\xc3\xa3o machucar o\xe2\x80\xa6 https://t.co/Bjs99zDBMy'",,False,Wed Jan 30 21:34:25 +0000 2019,0,1090724940196823040,
0,Twitter for Android,b'@DMLU_POA \nEstamos com um problema na coleta de lixo normal na rua onde moro. Volta e meio a equipe n\xc3\xa3o recolhe os\xe2\x80\xa6 https://t.co/bcGp7QXJsI',DMLU_POA,False,Tue May 21 03:16:13 +0000 2019,0,1130673623440809984,
1,Twitter for iPhone,"b'@flobodani ai amiga, tem que ser sensata nessas horas. ai depois t\xc3\xa1 reclamando que por aqui ta tudo alagado. fiquei\xe2\x80\xa6 https://t.co/iTcHWVimbk'",flobodani,False,Tue Jun 04 22:49:12 +0000 2019,0,1136042243410878465,
11,Twitter for iPhone,b'Seguimos trabalhando para manter a cidade limpa e para minimizar os problemas ocasionados pela combina\xc3\xa7\xc3\xa3o perigosa\xe2\x80\xa6 https://t.co/UETjtJ4its',,False,Fri Jan 11 21:01:50 +0000 2019,2,1083831370974220291,
0,Twitter for Android,"b'Um sol desse e eu levei vrs lixos pesados l\xc3\xa1 pra rua,\nFui na casa de constru\xc3\xa7\xc3\xa3o,\nVim na minha m\xc3\xa3e pegar a moto pra\xe2\x80\xa6 https://t.co/IaqwqgV1fC'",,False,Thu Jan 31 17:08:04 +0000 2019,0,1091020298676301824,
0,Twitter for iPhone,b'os pessoal gastando Edgar \n\xe2\x80\x9cSe a popula\xc3\xa7\xc3\xa3o colocar lixo na rua \xc3\xa9 culpa dele\xe2\x80\x9d Ksksksksksksksks',,False,Sun Jan 27 19:05:36 +0000 2019,0,1089600328637599746,
0,Hootsuite Inc.,b'[Ou\xc3\xa7a] Lixos na rua ajudam na prolifera\xc3\xa7\xc3\xa3o do mosquito da dengue \xe2\x96\xba https://t.co/XY1NJj4G5o #CBNribeirao \xf0\x9f\x93\xbb',,False,Thu Jan 24 10:00:25 +0000 2019,0,1088375965447798791,
0,Twitter for Android,b'Eu fico puto da vida com esses cara com ass\xc3\xa9dio em menores de idade puta que pariu um PM parceiro. Se eu vejo na ru\xe2\x80\xa6 https://t.co/5cVVnqiYsH',,False,Tue Jun 04 22:13:56 +0000 2019,0,1136033369408659457,
0,Twitter for iPhone,"b'@JPNUNESS_ Esse cara tinha que ser preso, na boa .... E esse lixo vai ganhar nome de rua ??'",,False,Sat Mar 09 19:16:23 +0000 2019,0,1104460945332625408,
0,Twitter for Android,"b'T\xc3\xb4 aq na rua tremendo de frio e morrendo de odio do M\xc3\xa1rio, que lixo de professor'",,False,Fri May 17 23:16:07 +0000 2019,0,1129526035865833473,
0,Google,b'I liked a @YouTube video https://t.co/uRMZG2qTjn FUI PEDIR DINHEIRO NA RUA! - Do Lixo ao Luxo 2 (The Sims 4)',,False,Wed Jan 16 18:02:26 +0000 2019,0,1085598162650320896,
0,Twitter for iPhone,"b'As pessoas s\xc3\xa3o hipocritas, reclamam dos pol\xc3\xadticos e jogam lixo na rua'",,False,Sat Jan 05 16:27:03 +0000 2019,0,1081587893771096064,
