titulo,texto

"Calendário JPB - Obra está em fase de acabamento, no Parque do Sol-7831958.wav",calendário JPB na área Sabe aquele carimbo em andamento mais com gostinho de quase resolvido tá Assim a obra do PSF do Parque do Sol aqui em João Pessoa a gente acompanha a situação desse lugar desde 2016 a obra começava parava várias vezes um drama para os moradores mas parece que agora vai já tá em fase de acabamento e a gente tá doido para mostrar tudo pronto o povo Sendo atendido com dignidade bora ver a comunidade aqui no Parque do Sol em fim saiu do buraco vou falar isso aí de buraco cheio calma me ajuda aqui cuidado para não derrubar no buraco pera aí ela obrigado Major 80 anos o negócio aqui é um posto de saúde Vixe Maria faz muito tempo que tava em obra e obra para obra continua Mas me diz uma coisa quantas construtoras passaram por aqui e esse serviço tá se arrastando Há quanto tempo que não lembro faz 5 anos e se arrasta já tivemos aqui três construtoras e eu Parece que agora vamos chegar ao final né você já tão vendo que o negócio está em fase de finalização estrutura de porta de vidro janelas tudo sendo colocado Vocês estão vendo aí as imagens também da turma trabalhando na parte interna na questão elétrica pintura dos portões tudo no mundo parece que tá mais perto do que longe pelo menos agora a gente sente alegria de ver né Essa obra 99.9 por cento esperando né termina aí para o povo do Parque só você atender atendimento muito melhor né E perto de casa pertinho de casa né eu conversei com o pessoal da construtora os responsáveis pela obra disseram que o negócio tava cansado mesmo a gente tá vendo e aqui o trabalho não para não tem muita gente trabalhando e a concentração maior agora para finalizar lá dentro feita a gente tava mostrando onde a gente passar aqui tem gente me dá uma satisfação grande viu uma alegria no coração ver tudo assim quase pronto Falta pouquinho para que os moradores aqui do Parque do Sol tem a unidade de saúde da família enorme que atende muita gente comunidade está feliz agora é hora Bora do carimbo mas de vez em quando é um andamento shows que a gente coloca porque tem uma resposta mas não tá fazendo nada esse aqui em andamento seguro firme e forte da ali no começo de setembro pode ser 5 de setembro e a gente volta valeu doido para fazer essa festa Diga aí 3 anos que a gente

Calendário JPB - praça no bairro de Mandacaru continua com problemas em João Pessoa-7741048.wav,cada passo que a gente dá no calendário mesmo que seja pequena é motivo de vibração porque nós sabemos como as conquistas são difíceis na praça da Cultura em Mandacaru por exemplo o problema o problema era uns equipamentos de ginástica que foram tirados E aí não voltar mais nunca na nossa última visita Olha só tinha limpado o Mato Alto era pouco mas a gente vibra bastante E aí gente o tempo passou e agora nem isso mais a gente tem um negócio por aqui é porque os equipamentos de ginástica Estavam todos danificados e quebrados a prefeitura levou com a promessa de trazer mas tá o canto mais limpo pelo menos Limpo também tava o mato aí você tá um vento tá alto né Sabe onde é que eu estou você não faz ideia tá tão alta aqui que eu tô no meio no meio do mato aqui tá ruim Existe uma praça desse jeito assim obrigado viu Pedro tem condição de brincar assim pelo meio do mato tem bicho tem espinho tem não dá para brincar tá com raiva Você tá chegando no joelho meu filho no joelho limpar o mato até que eles limparam mas também foi só uma vizinha é verdade mas já voltou a crescer e o nosso maquinário que é para a gente fazer ginástica que é bom nada né a mulher até me abandonou porque eu tô engordando a mulher até me abandonou porque eu tô engordando eu não acredito não perder essa mulher por causa da praça quantos eu tenho um neto aí ele me chamou para ir para praça hoje eu não vou para praça não que não tem nenhum brinquedo aqui tira os brinquedos dos Correios bota só coisa de Ferro passa por aqui todo dia Faço Inclusive eu faço exercício aqui com a galera das antigas fazia né fazia Porque nós já reclamamos já fizemos várias baixa assinada e não conseguimos e ele não fizeram nada quase todo dia eu tô aqui todo dia de hoje na praça na praça acompanhando o crescimento do Mato Esse aí depois daquela limpeza que a prefeitura fez naquele tempo que a gente mostrou tá valendo tá bonito voltar alguma vez tu tá vendo que eu tô vendo ali pessoal daí luta aí será que é para fazer a limpeza da praça rapaz eu vou não sei não investigar né Vamos investigar Bom dia meus irmãos tudo bem com vocês hoje o trabalho de vocês onde vai ser aqui na praça é nossa praça da coleta de uma viagem né Vocês não agora não resolvido

Calendário JPB 1 volta pela 7ª vez ao Jardim Paulistano-7701886.wav,calendário JPB 1 de volta Rua Edésio Silva Pois é não é reportagem repetida não é o calendário voltando mais uma vez no Jardim Paulistano onde os moradores lutam e muito a muito tempo pelo calçamento de uma rua vamos começar o calendário de hoje com o top de sete segundos Pois é essa é a sétima vez que o calendário JPB vem até a Rua Edésio Silva no bairro Jardim Paulistano por aqui o pessoal que apenas um calçamento e olha só calçamento ele tem um dois três quatro Passos é só isso o resto é buraco e muita lama infelizmente a gente não tem nada comemorar muito pelo contrário sempre a reclamar porque nada é feito Todo mês a prefeitura promete o secretário representa o secretário vem aqui e promete dar um data e cada mês que vocês voltam aqui nada né quando você ver tá aí a rua toda esburacada cheia de lama que agora ela ama né quando chove é só Lama Cada vez a revolta maior insatisfação maior porque é um descaso total não é uma falta de respeito de moradores a gente se sente mesmo é um lixo verdadeiramente falando para gente já lutou tanto a gente já fez tudo que a gente podia a gente tá aqui os calendários como você já vem já é bem a sétima vez e a gente continua com a mesma situação da capoeira é uma insuportável no tempo que começa o inverno quando você tá vendo aí ela dá para entrar dentro da minha casa é lama fora que quando uma chuva mais forte invadir a água a resposta da prefeitura para mais essa vida do calendário não é das melhores nós Recebemos a informação que mesmo com a ordem de serviço assinada existe algumas pendências contratuais que devem ser resolvidas por isso a prefeitura diz que não pode pode estipular um prazo para obra portanto a gente tem que fazer com os moradores aqui é melhor esperar sentado sabe como é que vocês Receba essa notícia revoltada não é agora não caso com a descreve descreve habilidade da prefeitura junto com a Secretaria de obras porque eles mesmos vem aqui dão datas Como já deu duas latas e não cumprir agora diz que simplesmente não tem data Como assim ah eu queria uma resposta todas aqui quero uma resposta porque a gente merece respeito mas a luta vai continuar com certeza Enquanto vocês tiverem a lealdade está aqui oferecendo de serviço à comunidade né que a gente só tem agradecer o calendário a gente tá lutando por que a gente não pode desistir é um direito nosso a gente cobra respeito e quer que o casamento realmente seja feito mas isso aí o promessa do calendário a gente não deixa ninguém para trás Então vai continuar vindo seja 78 nove dez vezes quantas vezes forem necessárias estaremos aqui na rua e Denis você aí no estúdio Marca uma nova data que a gente volta aqui só tem ideia de quantas vezes a senhora já apareceu no calendário eu acho que de quatro

Calendário JPB acompanha há seis anos obras em João Pessoa-7754927.wav,calendário JPB 1 hoje que para gente é muito especial eu tô falando da comunidade do s no Bairro do Roger aqui em João Pessoa a gente acompanha a situação dos moradores desde 2013 nós estivemos nessa comunidade pessoal acredito em quase 30 vezes algumas delas os moradores perdiam na esperança a gente esbarrava na lentidão na burocracia do poder público tava difícil quase impossível mas você já sabe a gente não desistiu e o pessoal de lá também não desistiu os moradores pediram melhoria na infraestrutura da comunidade e na semana passada dia 4 esse calendário completou 100 anos seis anos o aniversário que ninguém queria festejar né mas finalmente a situação tá mudando a obra tá andando além da infraestrutura serão construídas as moradias o lugar já tá com uma cara nova Daniel Lopes esteve por lá e mostra tudo para gente Inclusive a felicidade dos moradores que a melhor parte não é bom demais o calendário JPB tá de volta à comunidade do s para mostrar como tá o andamento da obra e uma coisa eu já começo mostrando só tem calçamento aqui porque se fosse uns meses atrás eu tava passando com sua bicicleta com seu chinelo por dentro da Lama realmente tá melhorando né lançamento Attack está chegando já eu acho que daqui para frente vai só melhorar abraço bom serviço E aí estiloso freia segura antes de fazer esse casamento vem aqui andar de bicicleta onde homem falando e agora tá primeiro e se cair Cuidado para não se machucar fechadura Quantas vezes a gente chegou por aqui e o senhor tava cabisbaixo tava desacreditada a esperança não morreu não mas era pouca É verdade agora né ela agora se não morrer agora que não gosta né quando a gente vê alguma coisa acontecendo a gente fica feliz né já sabe que tá acontecendo se o pior é quando não tá acontecendo né só não terminou ainda o calçamento por causa da chuva mas o tá caminhando direitinho para a gente estar na esperança Com certeza de chegar a melhorar cada vez mais em tempo de chuva é ruim trabalhar em obra a gente sabe que ela fala mesmo assim a gente está vendo temos trabalhadores por aqui porque o que dá para fazer eles vão adiantando só com uma coisa legal que a gente já vem por aqui ó questão do saneamento tem tampa de esgoto já instalada aqui mais à frente o as Galerias pluviais também já colocadas aqui ó já estão fazendo tanto a ciclovia quanto a calçada tá ficando bonito negócio rapaz andamento feliz da vida cantando de verdade não tá não cobra grande para a gente ver o andamento legal a gente dá usando Extra

Calendário JPB com carimbo de resolvido-7631815.wav,chegou um dos momentos mais bacanas do jornal calendário JPB que há tantos anos me ajudar a resolver problemas das Comunidades né E hoje a gente vai carimbar mais um resolvido é o fim do problema que tirava o sossego dos moradores da Rua Benício de Oliveira Lima no José Américo esgoto correndo bem no ponto de encontro da comunidade Simba e o esgoto na porta do Povo uma fedentina daquelas que ninguém aguentava ficar agora a situação tá desse jeito aqui ó tudo sequinho nada de esgoto vazando nada de Sofrimento sabe quem mais reclamava era o bloquinho da Calçada das Jovens Olha só as gatinhas que gostam de ficar na calçada conversando e tudo muito bom dia Dona Cida tudo bem tudo bem tinha como ficar aqui na calçada eu acho que ela disse por causa desse esgoto meu parceiro aqui ela fez muita diferença essa mudança aí né porque o mau cheiro incomoda né Então tá muito bom assim organizado né o pessoal da Cagepa se comprometeu junto a semana o pessoal da Secretaria de Meio Ambiente identificar quem tava fazendo a ligação do esgoto clandestino aqui no bairro e isso que tava causando vazamento toda semana ele vem duas vezes por semana eles estão vindo domingo agora veio Graças a Deus estão vindo tão resolvendo né Maria tu está suadinha porque quando eu cheguei tu tava correndo com o menino ali não era quando tinha esgoto aqui no meio da rua tu corria porque de ser melada dos carros já pensou se bater água de esgoto em tu é horrível como era que tava sendo para você se tem veículo passar por essa rua com esse esgoto desse jeito tem que ir para outro lado realmente tem um perigo né de acidente de vir uma moto outro carro e passar a gente tem que desviar e também não podia parar o carro aqui também o calendário realmente Conseguiu resolver aí o nosso problema é um agradecimento ao pessoal da Secretaria de Meio Ambiente que junto a Cagepa uniram forças e vieram aqui identificar o que é que o pessoal tava fazendo aqui o Desmantelo que tava desse jeito também a comunidade que se uniu que não ficou esperando esperando esperando que não vinha pera aí a senhora vai a senhora volta a dona da casa coisar o esgoto aqui do lado de cá já tá seco usa e sua calçada tá bom tá não diga diga a minha verdade maravilhoso recente aí tranquila antigamente tinha que botar os cones para poder água no bar a gente e agora tá maravilha chegou a hora de carimbar tu me ajuda tu me ajuda também

"Calendário JPB mostra escadaria limpa no bairro do Cristo, em João Pessoa-7786697.wav",mês passado os moradores da Rua Industrial João úrsulo no bairro do Cristo aqui em João Pessoa chamaram o calendário JPB para uma missão eles queriam que a prefeitura limpasse essa escadaria aqui ó que é bem movimentada tem lá no bairro já tive por lá e aí tinha sujeira mato Parecia um caminho do terror aparecer rato escorpião tudo que não presta hoje tem carimbo de Resolvido tá tudo sem mato por lá então bora ver junto e também comemorar juntos embora esse calendário vou te dizer viu o bicho é danado quando agarra um negócio só larga quando resolve faz um favor faz uma imagem aí dentro você tá pegando a escada toda de baixo até em cima que o mágico da edição menina Elias vai colocar imagem dividida como tava escadaria E como tá agora tá diferente não tá não resolve os problemas né e a gente tá vendo aí hoje a escada limpa é hoje acabou 17 o rato Cobra esse que tava acontecendo na escada graças a Deus acabou e eu queria agradecer a equipe da Elo a Paulo e a Josa que é o cabeça daqui que é um guerreiro muito trabalhador menino tanto na lama como a água foi o que eles falaram para mim eu quero deixar uma pessoa aí a população da escada que mora na escadaria que não jogue mais lixo na escada o que prejudica a gente prejudicar eles também quem joga lixo na escada recado que você deu é importante demais viu nada de estar jogando lixo na escadaria que se lixa acumula E aí de uma hora para outra vai ficar tudo do mesmo jeito não pode mas me deu uma coisa já deu uma chuvarada boa depois que ele limpar já deu uma chuvarada boa desceu água tranquila aí não descer mais com lixo tá tudo tranquilo agora graças a Deus os cabelo tá bonito tá graças a Deus agora tá ótima graças a Deus ajudando vocês e principalmente né o pessoal que trabalharam aí né Eu Sou atencioso demais esse osu né a gente só tem agradecer com todo mundo feliz da vida porque a escadaria tá linda tá bonita tá sem máscara sem lixo pedindo a colaboração dos moradores que Parem de colocar lixo onde não deve e claro agradecendo ao trabalho daí Lucas só da Prefeitura e foi atencioso demais com a turma aqui da rua fizeram serviços rapidinho deixaram tudo primeira de luxo segura aqui e a gente vai carimbar o carinho mais bonito que existe nesse calendário é o de Resolvido rapaz sabe né quando precisar pode chamar você novamente aperreia que nada têm a perder sou eu tinha medo de passar pela escada ele não tinha não você já deu uma olhadinha como é que tá lá mais bonito
